RegionName,City,Metro,CountyName,GrowthRate2016,GrowthRate2017,GrowthRate2018,GrowthRate2019,GrowthRate2020,GrowthRate2021,GrowthRate2022
33134,Coral Gables,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,3.580512666,0.760747172,2.206871025,1.806728853,0.081059344,4.824655852,35.74735477
33055,Carol City,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33056,Miami Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33139,Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,-0.211666669,-1.707600165,2.343340513,1.869453153,0.07108667,20.69100528,27.52007134
33183,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33135,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33141,Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2.212375108,0.333809143,1.061132569,1.823622919,0.618688953,8.182673343,38.7756818
33180,Aventura,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1.245858202,-0.596921537,1.378024168,0.326555382,2.236450682,20.07594478,26.70448443
33174,Fountainbleau,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33013,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33130,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,0.125398006,-0.148457659,1.466697573,1.196715437,0.037827671,20.42807873,26.13505961
33150,West Little River,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33133,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2.362547405,2.230343806,3.114610283,2.687858539,4.180177785,16.51057317,28.73732161
33143,South Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,4.887407271,0.831245349,3.093071071,3.274514318,0.583419137,14.23555797,27.90039113
33156,Pinecrest,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2.829003325,0.549307934,1.92611743,1.66946112,-0.915017434,15.07396955,28.17463675
33173,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1251.023245
33127,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1154.173319,14.43383983,26.29694495
33145,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,52.5334447,2.223930755,2.963475083,1.934801457,11.28590738,31.64230418
33054,Opa-locka,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33144,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33138,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,52.74244593,4.261482753,3.846865208,4.595776745,14.44632069,28.09727937
33185,,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,273.83252
33166,Miami Springs,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,342.8825543
33167,Westview,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33189,Cutler Bay,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33140,Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1.260077646,-0.191874064,1.941865449,0.660083963,2.110000954,26.4204538,25.01819808
33184,Tamiami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33131,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,-1.170984163,-2.021882105,1.595111573,1.770531192,0.491830592,22.83453782,27.29479921
33137,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2.574249992,-0.136283432,1.981871203,2.41574617,2.705911189,21.07079309,25.90090842
33181,North Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33034,Florida City,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33187,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33136,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1259.369103
33154,Bal Harbour,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1268.383104
33146,Coral Gables,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,35.41562681,1.88992729,17.99528431,29.25655271
33149,Key Biscayne,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,178.1653479
33035,Homestead,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,525.1857736
33129,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,577.499032
33182,Tamiami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33170,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33190,Cutler Bay,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33132,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,0.05698752,-0.449610865,0.954847587,2.733804979,-0.290120002,17.03896382,29.23721301
33128,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33194,,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
33122,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2148,Malden,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,35.54578348,5.412798127,4.37756025,-0.519059407,1.932585225,10.7470716
8854,Piscataway,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,36.62909881,5.959978151,13.88485228
2155,Medford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,22.5402261,4.733998494,3.360335183,0.418361817,2.27816938,12.88875762
8861,Perth Amboy,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8901,New Brunswick,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,1109.065958,-0.260592553,5.881587733,16.05913671
8831,Monroe Township,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8816,East Brunswick,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,0.871253818,3.208482801,4.496784808,14.24543445
2149,Everett,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,534.7345215,1.137388249,2.430832855,11.23038839
6457,Middletown,"Hartford-East Hartford-Middletown, CT",Middlesex County,#DIV/0!,238.7147057,2.208155321,14.16697068,14.02204033,8.691127651,7.839010957
8817,Edison,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8902,North Brunswick Township,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,551.9232748
1752,Marlborough,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.8119821
1801,Woburn,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9.944486196,15.06381564,12.84914398
8857,Old Bridge,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8820,Edison,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2139,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,3.572832923,4.637987013,3.811025296,2.212700134,-1.30497013,0.058678526,12.21744917
2138,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,4.337127167,4.333528734,2.223566466,2.8906196,-1.477563844,0.983340892,10.7188582
1852,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,46.94782268,23.20998306
1702,Framingham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1212.984236,12.67582371
1760,Natick,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2472,Watertown,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,3.655268926,3.044806698,4.647933712,0.378229482,2.199171095,10.48683031
1701,Framingham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1826,Dracut,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1851,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,48.02082084
1821,Billerica,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1876,Tewksbury,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2453,Waltham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,15.42365464,2.489272961,1.343301328,5.848733265,10.42197949
2176,Melrose,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1065.882981,3.243291603,14.370974
1854,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2474,Arlington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,14.10013636,1.280684311,1.929529577,12.44563257
2145,Somerville,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,5.954564177,4.248109364,2.882414969,-0.084178477,1.636588122,10.52023327
1824,Chelmsford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1181.878429
1880,Wakefield,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2478,Belmont,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2144,Somerville,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,25.2808775,4.266445404,3.334486449,-1.445574523,-0.413215086,12.29310694
1803,Burlington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2143,Somerville,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,6.807964626,3.457298637,3.580417113,-1.687924603,0.708063964,11.40104276
7008,Carteret,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7080,South Plainfield,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1886,Westford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1720,Acton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2180,Stoneham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1890,Winchester,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8879,South Amboy,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2140,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,1194.665315,4.305424441,-0.772342648,0.264452988,12.56990435
1749,Hudson,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8837,Edison,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2459,Newton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8536,Plainsboro,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,63.91651007,19.0433298
7067,Colonia,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1721,Ashland,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8872,Sayreville,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1748,Hopkinton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1742,Concord,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7095,Woodbridge,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8830,Iselin,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2421,Lexington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2452,Waltham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8852,Monmouth Junction,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2476,Arlington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8840,Metuchen,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2451,Waltham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1180.784106
1850,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2420,Lexington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8904,Highland Park,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8846,Middlesex,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2141,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,529.3085698,1.833468914,4.592140124,5.666299853,-1.551961886,0.512402685,14.37042321
1730,Bedford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2458,Newton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,9.40660488
2465,Newton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1754,Maynard,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1460,Littleton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1863,Chelmsford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2466,Newton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2460,Newton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2142,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1284.579788,10.86528457
79705,Midland,"Midland, TX",Midland County,#DIV/0!,#DIV/0!,#DIV/0!,100.7961015,-17.61420969,-8.068752651,9.908030843
79707,Midland,"Midland, TX",Midland County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-8.231931042,-12.69454124,9.230387074
48642,Midland,"Midland, MI",Midland County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
79706,Midland,"Midland, TX",Midland County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,224.0484488
79703,Midland,"Midland, TX",Midland County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53215,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53209,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,542.0709372
53218,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53221,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53204,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53207,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1136.406331,7.323466111,8.414494442
53154,Oak Creek,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53211,Shorewood,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1150.923353,7.625395982
53219,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53214,West Allis,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53216,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53212,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,2.977674625,2.853039033,8.336766772,7.41039353
53223,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53217,Fox Point,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53213,Wauwatosa,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8.082925958
53208,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53220,Greenfield,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53210,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53225,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53202,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,1105.798165,1.437456016,2.444103643,1.816987449,2.885635683,6.004595456
53222,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53227,West Allis,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53206,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53224,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53172,South Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53226,Wauwatosa,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53233,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
